timestamp,value_0,is_anomaly
1491041280000,2010.0,0.0
1491041340000,1912.0,0.0
1491041400000,1888.0,0.0
1491041460000,1975.0,0.0
1491041520000,2022.0,0.0
1491041580000,1945.0,0.0
1491041640000,1947.0,0.0
1491041700000,1883.0,0.0
1491041760000,1886.0,0.0
1491041820000,1988.0,0.0
1491041880000,1903.0,0.0
1491041940000,1874.0,0.0
1491042000000,1844.0,0.0
1491042060000,1852.0,0.0
1491042120000,1906.0,0.0
1491042180000,1800.0,0.0
1491042240000,1901.0,0.0
1491042300000,1897.0,0.0
1491042360000,1780.0,0.0
1491042420000,1866.0,0.0
1491042480000,1895.0,0.0
1491042540000,1830.0,0.0
1491042600000,1900.0,0.0
1491042660000,1958.0,0.0
1491042720000,2026.0,0.0
1491042780000,1947.0,0.0
1491042840000,1849.0,0.0
1491042900000,1932.0,0.0
1491042960000,1786.0,0.0
1491043020000,1910.0,0.0
1491043080000,1934.0,0.0
1491043140000,1986.0,0.0
1491043200000,2060.0,0.0
1491043260000,1908.0,0.0
1491043320000,1913.0,0.0
1491043380000,1887.0,0.0
1491043440000,1839.0,0.0
1491043500000,1867.0,0.0
1491043560000,1808.0,0.0
1491043620000,2012.0,0.0
1491043680000,1919.0,0.0
1491043740000,1827.0,0.0
1491043800000,1868.0,0.0
1491043860000,1960.0,0.0
1491043920000,1951.0,0.0
1491043980000,1858.0,0.0
1491044040000,1933.0,0.0
1491044100000,1881.0,0.0
1491044160000,1984.0,0.0
1491044220000,1918.0,0.0
1491044280000,1846.0,0.0
1491044340000,1842.0,0.0
1491044400000,1933.0,0.0
1491044460000,1928.0,0.0
1491044520000,1955.0,0.0
1491044580000,2032.0,0.0
1491044640000,2085.0,0.0
1491044700000,2142.0,0.0
1491044760000,2203.0,0.0
1491044820000,2044.0,0.0
1491044880000,2028.0,0.0
1491044940000,2065.0,0.0
1491045000000,1998.0,0.0
1491045060000,2086.0,0.0
1491045120000,2048.0,0.0
1491045180000,2105.0,0.0
1491045240000,1957.0,0.0
1491045300000,2014.0,0.0
1491045360000,2007.0,0.0
1491045420000,2047.0,0.0
1491045480000,1974.0,0.0
1491045540000,2015.0,0.0
1491045600000,2012.0,0.0
1491045660000,2123.0,0.0
1491045720000,2180.0,0.0
1491045780000,2103.0,0.0
1491045840000,2091.0,0.0
1491045900000,2094.0,0.0
1491045960000,2150.0,0.0
1491046020000,2065.0,0.0
1491046080000,2051.0,0.0
1491046140000,1991.0,0.0
1491046200000,1966.0,0.0
1491046260000,2014.0,0.0
1491046320000,2061.0,0.0
1491046380000,2028.0,0.0
1491046440000,2063.0,0.0
1491046500000,2037.0,0.0
1491046560000,1970.0,0.0
1491046620000,2060.0,0.0
1491046680000,2106.0,0.0
1491046740000,2177.0,0.0
1491046800000,2049.0,0.0
1491046860000,2054.0,0.0
1491046920000,2138.0,0.0
1491046980000,2073.0,0.0
1491047040000,2140.0,0.0
1491047100000,2062.0,0.0
1491047160000,2379.0,0.0
1491047220000,2155.0,0.0
1491047280000,2128.0,0.0
1491047340000,2071.0,0.0
1491047400000,2059.0,0.0
1491047460000,2258.0,0.0
1491047520000,2035.0,0.0
1491047580000,2121.0,0.0
1491047640000,2102.0,0.0
1491047700000,2030.0,0.0
1491047760000,2216.0,0.0
1491047820000,2227.0,0.0
1491047880000,2173.0,0.0
1491047940000,2135.0,0.0
1491048000000,2137.0,0.0
1491048060000,2195.0,0.0
1491048120000,2173.0,0.0
1491048180000,2308.0,0.0
1491048240000,2366.0,0.0
1491048300000,2343.0,0.0
1491048360000,2228.0,0.0
1491048420000,2389.0,0.0
1491048480000,2415.0,0.0
1491048540000,2309.0,0.0
1491048600000,2365.0,0.0
1491048660000,2282.0,0.0
1491048720000,2364.0,0.0
1491048780000,2384.0,0.0
1491048840000,2392.0,0.0
1491048900000,2274.0,0.0
1491048960000,2311.0,0.0
1491049020000,2454.0,0.0
1491049080000,2279.0,0.0
1491049140000,2481.0,0.0
1491049200000,2300.0,0.0
1491049260000,2308.0,0.0
1491049320000,2299.0,0.0
1491049380000,2343.0,0.0
1491049440000,2350.0,0.0
1491049500000,2461.0,0.0
1491049560000,2476.0,0.0
1491049620000,2330.0,0.0
1491049680000,2415.0,0.0
1491049740000,2295.0,0.0
1491049800000,2224.0,0.0
1491049860000,2363.0,0.0
1491049920000,2574.0,0.0
1491049980000,2530.0,0.0
1491050040000,2294.0,0.0
1491050100000,2328.0,0.0
1491050160000,2498.0,0.0
1491050220000,2304.0,0.0
1491050280000,2372.0,0.0
1491050340000,2361.0,0.0
1491050400000,2386.0,0.0
1491050460000,2393.0,0.0
1491050520000,2351.0,0.0
1491050580000,2390.0,0.0
1491050640000,2358.0,0.0
1491050700000,2398.0,0.0
1491050760000,2413.0,0.0
1491050820000,2273.0,0.0
1491050880000,2419.0,0.0
1491050940000,2443.0,0.0
1491051000000,2409.0,0.0
1491051060000,2421.0,0.0
1491051120000,2592.0,0.0
1491051180000,2347.0,0.0
1491051240000,2496.0,0.0
1491051300000,2296.0,0.0
1491051360000,2443.0,0.0
1491051420000,2426.0,0.0
1491051480000,2391.0,0.0
1491051540000,2217.0,0.0
1491051600000,2432.0,0.0
1491051660000,2403.0,0.0
1491051720000,2445.0,0.0
1491051780000,2476.0,0.0
1491051840000,2498.0,0.0
1491051900000,2568.0,0.0
1491051960000,2574.0,0.0
1491052020000,2572.0,0.0
1491052080000,2477.0,0.0
1491052140000,2451.0,0.0
1491052200000,2526.0,0.0
1491052260000,2608.0,0.0
1491052320000,2446.0,0.0
1491052380000,2621.0,0.0
1491052440000,2484.0,0.0
1491052500000,2416.0,0.0
1491052560000,2636.0,0.0
1491052620000,2506.0,0.0
1491052680000,2476.0,0.0
1491052740000,2442.0,0.0
1491052800000,2506.0,0.0
1491052860000,2554.0,0.0
1491052920000,2591.0,0.0
1491052980000,2438.0,0.0
1491053040000,2479.0,0.0
1491053100000,2568.0,0.0
1491053160000,2436.0,0.0
1491053220000,2439.0,0.0
1491053280000,2530.0,0.0
1491053340000,2489.0,0.0
1491053400000,2540.0,0.0
1491053460000,2538.0,0.0
1491053520000,2507.0,0.0
1491053580000,2478.0,0.0
1491053640000,2550.0,0.0
1491053700000,2421.0,0.0
1491053760000,2518.0,0.0
1491053820000,2438.0,0.0
1491053880000,2341.0,0.0
1491053940000,2436.0,0.0
1491054000000,2496.0,0.0
1491054060000,2535.0,0.0
1491054120000,2567.0,0.0
1491054180000,2488.0,0.0
1491054240000,2443.0,0.0
1491054300000,2494.0,0.0
1491054360000,2453.0,0.0
1491054420000,2526.0,0.0
1491054480000,2572.0,0.0
1491054540000,2487.0,0.0
1491054600000,2492.0,0.0
1491054660000,2580.0,0.0
1491054720000,2709.0,0.0
1491054780000,2358.0,0.0
1491054840000,2527.0,0.0
1491054900000,2411.0,0.0
1491054960000,2437.0,0.0
1491055020000,2481.0,0.0
1491055080000,2553.0,0.0
1491055140000,2501.0,0.0
1491055200000,2467.0,0.0
1491055260000,2477.0,0.0
1491055320000,2575.0,0.0
1491055380000,2535.0,0.0
1491055440000,2504.0,0.0
1491055500000,2565.0,0.0
1491055560000,2681.0,0.0
1491055620000,2541.0,0.0
1491055680000,2663.0,0.0
1491055740000,2475.0,0.0
1491055800000,2556.0,0.0
1491055860000,2420.0,0.0
1491055920000,2512.0,0.0
1491055980000,2521.0,0.0
1491056040000,2534.0,0.0
1491056100000,2499.0,0.0
1491056160000,2469.0,0.0
1491056220000,2611.0,0.0
1491056280000,2432.0,0.0
1491056340000,2503.0,0.0
1491056400000,2391.0,0.0
1491056460000,2541.0,0.0
1491056520000,2544.0,0.0
1491056580000,2469.0,0.0
1491056640000,2529.0,0.0
1491056700000,2497.0,0.0
1491056760000,2365.0,0.0
1491056820000,2216.0,0.0
1491056880000,2414.0,0.0
1491056940000,2301.0,0.0
1491057000000,2469.0,0.0
1491057060000,2363.0,0.0
1491057120000,2555.0,0.0
1491057180000,2324.0,0.0
1491057240000,2378.0,0.0
1491057300000,2442.0,0.0
1491057360000,2297.0,0.0
1491057420000,2258.0,0.0
1491057480000,2300.0,0.0
1491057540000,2367.0,0.0
1491057600000,2293.0,0.0
1491057660000,2208.0,0.0
1491057720000,2297.0,0.0
1491057780000,2304.0,0.0
1491057840000,2309.0,0.0
1491057900000,2251.0,0.0
1491057960000,2297.0,0.0
1491058020000,2268.0,0.0
1491058080000,2199.0,0.0
1491058140000,2195.0,0.0
1491058200000,2192.0,0.0
1491058260000,2195.0,0.0
1491058320000,2155.0,0.0
1491058380000,2250.0,0.0
1491058440000,2177.0,0.0
1491058500000,2117.0,0.0
1491058560000,2203.0,0.0
1491058620000,2137.0,0.0
1491058680000,2042.0,0.0
1491058740000,2111.0,0.0
1491058800000,1990.0,0.0
1491058860000,1974.0,0.0
1491058920000,2142.0,0.0
1491058980000,2103.0,0.0
1491059040000,2140.0,0.0
1491059100000,2115.0,0.0
1491059160000,2105.0,0.0
1491059220000,2049.0,0.0
1491059280000,2025.0,0.0
1491059340000,1990.0,0.0
1491059400000,2013.0,0.0
1491059460000,2114.0,0.0
1491059520000,2006.0,0.0
1491059580000,2124.0,0.0
1491059640000,1990.0,0.0
1491059700000,1951.0,0.0
1491059760000,1913.0,0.0
1491059820000,2015.0,0.0
1491059880000,1880.0,0.0
1491059940000,1887.0,0.0
1491060000000,1919.0,0.0
1491060060000,1869.0,0.0
1491060120000,1819.0,0.0
1491060180000,1800.0,0.0
1491060240000,1864.0,0.0
1491060300000,1750.0,0.0
1491060360000,1763.0,0.0
1491060420000,1816.0,0.0
1491060480000,1660.0,0.0
1491060540000,1660.0,0.0
1491060600000,1820.0,0.0
1491060660000,1798.0,0.0
1491060720000,1790.0,0.0
1491060780000,1834.0,0.0
1491060840000,1825.0,0.0
1491060900000,1711.0,0.0
1491060960000,1724.0,0.0
1491061020000,1761.0,0.0
1491061080000,1729.0,0.0
1491061140000,1666.0,0.0
1491061200000,1696.0,0.0
1491061260000,1728.0,0.0
1491061320000,1744.0,0.0
1491061380000,1694.0,0.0
1491061440000,1665.0,0.0
1491061500000,1622.0,0.0
1491061560000,1672.0,0.0
1491061620000,1635.0,0.0
1491061680000,1534.0,0.0
1491061740000,1563.0,0.0
1491061800000,1548.0,0.0
1491061860000,1491.0,0.0
1491061920000,1521.0,0.0
1491061980000,1455.0,0.0
1491062040000,1470.0,0.0
1491062100000,1461.0,0.0
1491062160000,1511.0,0.0
1491062220000,1558.0,0.0
1491062280000,1461.0,0.0
1491062340000,1396.0,0.0
1491062400000,1557.0,0.0
1491062460000,1427.0,0.0
1491062520000,1445.0,0.0
1491062580000,1487.0,0.0
1491062640000,1535.0,0.0
1491062700000,1546.0,0.0
1491062760000,1428.0,0.0
1491062820000,1431.0,0.0
1491062880000,1462.0,0.0
1491062940000,1380.0,0.0
1491063000000,1520.0,0.0
1491063060000,1372.0,0.0
1491063120000,1547.0,0.0
1491063180000,1399.0,0.0
1491063240000,1420.0,0.0
1491063300000,1403.0,0.0
1491063360000,1721.0,0.0
1491063420000,1578.0,0.0
1491063480000,1630.0,0.0
1491063540000,1548.0,0.0
1491063600000,1490.0,0.0
1491063660000,1500.0,0.0
1491063720000,1523.0,0.0
1491063780000,1495.0,0.0
1491063840000,1482.0,0.0
1491063900000,1446.0,0.0
1491063960000,1365.0,0.0
1491064020000,1466.0,0.0
1491064080000,1414.0,0.0
1491064140000,1372.0,0.0
1491064200000,1431.0,0.0
1491064260000,1481.0,0.0
1491064320000,1474.0,0.0
1491064380000,1460.0,0.0
1491064440000,1331.0,0.0
1491064500000,1373.0,0.0
1491064560000,1408.0,0.0
1491064620000,1374.0,0.0
1491064680000,1215.0,0.0
1491064740000,1280.0,0.0
1491064800000,1320.0,0.0
1491064860000,1286.0,0.0
1491064920000,1288.0,0.0
1491064980000,1226.0,0.0
1491065040000,1252.0,0.0
1491065100000,1248.0,0.0
1491065160000,1218.0,0.0
1491065220000,1288.0,0.0
1491065280000,1252.0,0.0
1491065340000,1255.0,0.0
1491065400000,1230.0,0.0
1491065460000,1247.0,0.0
