timestamp,value_0,is_anomaly
1740787200000,63.256637,0.0
1740787500000,63.777216,0.0
1740787800000,63.996064,0.0
1740788100000,65.722424,0.0
1740788400000,64.576628,0.0
1740788700000,61.099139,0.0
1740789000000,62.610865,0.0
1740789300000,60.919789,0.0
1740789600000,61.430639,0.0
1740789900000,61.92587,0.0
1740790200000,62.04921,0.0
1740790500000,62.196649,0.0
1740790800000,61.495003,0.0
1740791100000,62.850422,0.0
1740791400000,58.76364,0.0
1740791700000,61.506417,0.0
1740792000000,59.306029,0.0
1740792300000,59.548218,0.0
1740792600000,59.474731,0.0
1740792900000,61.061986,0.0
1740793200000,58.279544,0.0
1740793500000,60.767243,0.0
1740793800000,57.154873,0.0
1740794100000,58.550373,0.0
1740794400000,62.327581,0.0
1740794700000,61.315486,0.0
1740795000000,58.928008,0.0
1740795300000,58.274126,0.0
1740795600000,57.825334,0.0
1740795900000,59.878713,0.0
1740796200000,60.26207,0.0
1740796500000,58.02018,0.0
1740796800000,59.800384,0.0
1740797100000,59.263033,0.0
1740797400000,57.714945,0.0
1740797700000,59.302203,0.0
1740798000000,58.559595,0.0
1740798300000,59.772415,0.0
1740798600000,59.191331,0.0
1740798900000,59.574565,0.0
1740799200000,59.563078,0.0
1740799500000,59.176687,0.0
1740799800000,59.449147,0.0
1740800100000,58.21702,0.0
1740800400000,58.925921,0.0
1740800700000,59.466765,0.0
1740801000000,59.834985,0.0
1740801300000,59.420658,0.0
1740801600000,58.230166,0.0
1740801900000,58.541911,0.0
1740802200000,58.291785,0.0
1740802500000,59.187871,0.0
1740802800000,56.686468,0.0
1740803100000,58.210911,0.0
1740803400000,59.704868,0.0
1740803700000,58.709982,0.0
1740804000000,57.867851,0.0
1740804300000,59.855931,0.0
1740804600000,58.909586,0.0
1740804900000,59.354006,0.0
1740805200000,59.237944,0.0
1740805500000,59.29455,0.0
1740805800000,57.688685,0.0
1740806100000,58.847694,0.0
1740806400000,56.162777,0.0
1740806700000,57.431697,0.0
1740807000000,58.942324,0.0
1740807300000,57.844336,0.0
1740807600000,58.334374,0.0
1740807900000,58.130724,0.0
1740808200000,58.114766,0.0
1740808500000,57.85518,0.0
1740808800000,60.734771,0.0
1740809100000,56.933148,0.0
1740809400000,56.134122,0.0
1740809700000,56.259323,0.0
1740810000000,54.770816,0.0
1740810300000,56.102162,0.0
1740810600000,57.064857,0.0
1740810900000,57.098425,0.0
1740811200000,54.330098,0.0
1740811500000,55.40733,0.0
1740811800000,56.79212,0.0
1740812100000,59.540339,0.0
1740812400000,55.456563,0.0
1740812700000,54.942236,0.0
1740813000000,55.051495,0.0
1740813300000,56.544239,0.0
1740813600000,53.351941,0.0
1740813900000,56.924233,0.0
1740814200000,58.07534,0.0
1740814500000,58.877353,0.0
1740814800000,60.844656,0.0
1740815100000,59.17362,0.0
1740815400000,62.829971,0.0
1740815700000,64.206508,0.0
1740816000000,64.992521,0.0
1740816300000,66.342292,0.0
1740816600000,67.755928,0.0
1740816900000,71.767931,0.0
1740817200000,72.74799,0.0
1740817500000,72.531173,0.0
1740817800000,72.166348,0.0
1740818100000,75.522315,0.0
1740818400000,76.539149,0.0
1740818700000,76.99718,0.0
1740819000000,78.670616,0.0
