timestamp,value_0,is_anomaly
1740787200000,97.4617,0.0
1740787500000,97.38159,0.0
1740787800000,97.18323,0.0
1740788100000,96.96197,0.0
1740788400000,96.67206,0.0
1740788700000,96.5538,0.0
1740789000000,96.62247,0.0
1740789300000,96.48132,0.0
1740789600000,96.52329,0.0
1740789900000,96.79413,0.0
1740790200000,97.25189,0.0
1740790500000,97.94235,0.0
1740790800000,98.77396,0.0
1740791100000,99.59412,0.0
1740791400000,100.6126,0.0
1740791700000,101.6884,0.0
1740792000000,102.7145,0.0
1740792300000,103.5385,0.0
1740792600000,104.5952,0.0
1740792900000,105.6252,0.0
1740793200000,106.2965,0.0
1740793500000,106.8916,0.0
1740793800000,107.3265,0.0
1740794100000,107.563,0.0
1740794400000,107.6317,0.0
1740794700000,107.6736,0.0
1740795000000,107.3418,0.0
1740795300000,107.0709,0.0
1740795600000,106.739,0.0
1740795900000,106.2317,0.0
1740796200000,105.7739,0.0
1740796500000,105.3276,0.0
1740796800000,104.8203,0.0
1740797100000,104.1641,0.0
1740797400000,103.3401,0.0
1740797700000,102.6115,0.0
1740798000000,101.7571,0.0
1740798300000,100.5974,0.0
1740798600000,99.4339,0.0
1740798900000,97.83173,0.0
1740799200000,95.8519,0.0
1740799500000,93.36472,0.0
1740799800000,90.69824,0.0
1740800100000,88.39798,0.0
1740800400000,86.94458,0.0
1740800700000,86.54022,0.0
1740801000000,87.03995,0.0
1740801300000,87.74948,0.0
1740801600000,88.0394,0.0
1740801900000,88.24921,0.0
1740802200000,88.54675,0.0
1740802500000,89.66065,0.0
1740802800000,90.78217,0.0
1740803100000,91.68243,0.0
1740803400000,92.12112,0.0
1740803700000,92.5293,0.0
1740804000000,92.92984,0.0
1740804300000,92.92984,0.0
1740804600000,92.84973,0.0
1740804900000,92.65518,0.0
1740805200000,92.18216,0.0
1740805500000,91.66336,0.0
1740805800000,90.82413,0.0
1740806100000,89.9353,0.0
1740806400000,88.89389,0.0
1740806700000,87.97836,0.0
1740807000000,87.1048,0.0
1740807300000,86.34949,0.0
1740807600000,85.49118,0.0
1740807900000,85.04868,0.0
1740808200000,84.46503,0.0
1740808500000,83.93097,0.0
1740808800000,83.67539,0.0
1740809100000,83.32825,0.0
1740809400000,83.35495,0.0
1740809700000,83.23669,0.0
1740810000000,83.04596,0.0
1740810300000,83.25577,0.0
1740810600000,83.22525,0.0
1740810900000,83.27484,0.0
1740811200000,83.2901,0.0
1740811500000,83.32825,0.0
1740811800000,83.28247,0.0
1740812100000,83.34732,0.0
1740812400000,83.25577,0.0
1740812700000,83.11844,0.0
1740813000000,83.06122,0.0
1740813300000,82.93152,0.0
1740813600000,82.63016,0.0
1740813900000,82.11517,0.0
